state,city,reps,line,entry,yield (kg/ha),volume weight (kg/hl),plant height (cm),days to heading from 1/1
South Dakota,Brookings,3 replications,CI1442,1,2547,76.5,81,159
South Dakota,Brookings,3 replications,CI13996,2,1944,74,75,156
South Dakota,Brookings,3 replications,PI495594,3,1152,67.2,50,154
South Dakota,Brookings,3 replications,OK88767-11,4,1318,66.9,49,156
South Dakota,Brookings,3 replications,OK88767-02,5,1397,71,57,156
South Dakota,Brookings,3 replications,OK90604,6,1293,67.3,56,157
South Dakota,Brookings,3 replications,OK90649,7,1686,70.5,58,156
South Dakota,Brookings,3 replications,OK91783,8,1406,63.2,52,158
South Dakota,Brookings,3 replications,HBZ374C,9,1827,71.6,57,156
South Dakota,Brookings,3 replications,TX90D9277,10,2215,66.3,57,157
South Dakota,Brookings,3 replications,TX89A7137,11,1701,68.6,53,155
South Dakota,Brookings,3 replications,TX91V4931,12,1421,67.5,53,157
South Dakota,Brookings,3 replications,TX90V8410,13,1576,71.7,55,157
South Dakota,Brookings,3 replications,TX90V7911,14,1484,70.6,54,158
South Dakota,Brookings,3 replications,TX91V3308,15,1551,65.1,50,157
South Dakota,Brookings,3 replications,TX89A7141,16,1163,67.2,55,155
South Dakota,Brookings,3 replications,TX90V6313,17,1159,68.6,46,156
South Dakota,Brookings,3 replications,TX92V4135,18,1242,68.8,41,155
South Dakota,Brookings,3 replications,HBE0726-1,19,1941,68.9,50,158
South Dakota,Brookings,3 replications,CO880169,20,1157,66.7,58,158
South Dakota,Brookings,3 replications,CO880210,21,1383,67.7,54,159
South Dakota,Brookings,3 replications,CO910927,22,1085,67.8,50,154
South Dakota,Brookings,3 replications,KS92PO59E,23,1780,68.2,56,156
South Dakota,Brookings,3 replications,KS92PO263-137,24,1688,69.6,52,156
South Dakota,Brookings,3 replications,KS92PO363-134,25,1623,68.2,59,156
South Dakota,Brookings,3 replications,KS92PO425-155,26,1511,64.8,49,158
South Dakota,Brookings,3 replications,KS84063-9-39-3,27,1296,69.3,55,154
South Dakota,Brookings,3 replications,KS93U206,28,1228,68.4,52,157
South Dakota,Brookings,3 replications,N87V106,29,1578,67.8,53,157
South Dakota,Brookings,3 replications,NE90479,30,1675,71.9,62,158
South Dakota,Brookings,3 replications,NE90524,31,1215,65.5,52,156
South Dakota,Brookings,3 replications,NE91608,32,1495,72.4,61,157
South Dakota,Brookings,3 replications,NE91635,33,1605,72.5,60,156
South Dakota,Brookings,3 replications,NE91651,34,1668,70.8,56,157
South Dakota,Brookings,3 replications,XH1520,35,1926,75.5,59,154
South Dakota,Brookings,3 replications,XH1529,36,1488,70,47,156
South Dakota,Brookings,3 replications,XH1689,37,2217,73.7,61,155
South Dakota,Brookings,3 replications,XH1693,38,1675,73.8,54,155
South Dakota,Brookings,3 replications,XH1706,39,1843,72.6,60,155
South Dakota,Brookings,3 replications,WI89-273-13,40,1296,68.5,50,157
South Dakota,Brookings,3 replications,WI89-189-14,41,1408,69.3,44,155
South Dakota,Brookings,3 replications,T4731,42,1379,61,53,158
South Dakota,Brookings,3 replications,T4732,43,1757,66.6,59,157
South Dakota,Brookings,3 replications,T81,44,1690,72.6,53,155
South Dakota,Brookings,3 replications,T83,45,1603,70.2,54,156
